# Object: Mars
# Columns: time(s), |V(t)|(m/s), |A(t)|(m/s^2), O(t)
time,V,A,O
3.83931,1.80930,58.59581,-0.32400
3.85677,0.92318,60.48096,-0.47010
3.87370,2.39154,81.93417,0.89678
3.89262,1.60915,56.70155,0.34016
3.90737,1.28252,25.00506,-0.14783
3.92261,1.43346,20.26966,-0.14841
3.93895,1.29033,19.59041,-0.19123
3.95384,1.51987,27.99696,-0.01228
3.96896,0.98856,50.20606,0.40052
3.98499,1.20412,28.57397,0.30065
4.00126,2.00106,38.46684,0.37210
4.02413,0.99739,56.38320,0.63242
4.04203,2.63939,101.95810,0.71207
4.05869,0.88769,126.64850,1.14031
4.07390,0.87337,24.18580,0.13583
4.09070,1.24299,29.86854,-0.01420
4.10673,0.87123,28.69732,-0.32159
4.12205,1.28673,31.66280,0.12602
4.13614,0.86443,31.53346,0.28271
4.15095,0.98582,20.98703,-0.00380
4.16683,1.38537,28.05176,-0.02418
4.18335,0.79734,36.99602,-0.18615
4.20032,0.69226,14.02559,-0.15181
4.21610,0.97886,20.26345,-0.10372
4.23215,0.79188,13.78768,0.13361
4.24755,1.10919,28.39668,0.26000
4.26298,0.81641,19.61258,-0.07255
4.27865,1.50702,40.70248,0.22760
4.29624,0.95738,41.67351,-0.46568
4.31071,1.14548,14.42444,-0.03894
4.32572,1.16507,9.12920,0.10151
4.33999,0.79086,38.62468,-0.33895
4.35425,0.95667,20.97978,-0.19149
4.36970,1.19859,21.33547,0.20484
4.38389,0.97962,20.94234,0.00355
4.39820,1.56320,53.23083,-0.54423
4.41308,1.03772,57.38818,-0.26052
4.42802,1.13753,18.49254,0.18551
4.44290,1.16697,14.76392,0.16426
4.45899,2.36489,75.92152,0.83669
4.47512,1.17100,74.33392,0.78236
4.49128,1.05817,16.56888,0.06146
4.51048,1.11374,3.54555,0.03713
4.54324,1.97843,30.10271,0.01067
4.57285,0.83356,84.06130,0.94265
4.59246,1.38488,76.12370,0.68894
4.60819,0.90884,49.98487,-0.09796
4.62395,1.61190,48.09637,-0.06989
4.64036,0.70470,55.74907,-0.31700
