# Object: Jupiter
# Columns: time(s), |V(t)|(m/s), |A(t)|(m/s^2), O(t)
time,V,A,O
5.91062,0.91637,5.88446,165.72150
5.92578,1.34899,28.24628,105.88340
5.94122,0.89087,29.40026,-884.52040
5.95681,0.97153,9.96747,39.85005
5.97111,0.95621,1.45519,41.80468
5.98563,0.95101,13.65093,-340.00090
6.00024,0.86419,9.92488,-318.91430
6.01631,1.24850,27.30910,-861.71750
6.03300,0.88106,25.33858,-105.30220
6.04876,0.90164,4.02003,126.22290
6.06416,0.94430,3.13317,4.27623
6.07887,1.39029,29.80287,-909.08170
6.09386,0.89270,36.15572,-749.42800
6.10941,0.93693,9.55107,279.07740
6.12424,0.85925,8.96116,272.27290
6.14040,1.34197,31.48372,322.82070
6.15593,0.84033,33.02637,-352.67770
6.17245,0.90558,7.33255,-237.78120
6.18779,0.88091,1.58151,-12.37434
6.20356,1.37361,33.18295,827.55650
6.21873,0.76889,33.66811,531.04450
6.23679,0.94174,13.14731,319.24550
6.25154,1.32438,26.93880,100.28640
6.26727,0.81176,30.68906,-152.41650
6.28438,0.91587,6.89768,-225.93860
6.29954,0.90979,10.01550,8.59595
6.31481,1.40261,33.19619,1065.54900
6.32966,0.83768,23.03937,590.14620
6.35453,1.19172,27.01246,871.10030
6.37201,0.86662,21.40364,263.84500
6.38804,0.92462,4.36961,-136.99300
6.40306,1.00585,29.13202,503.46200
6.41687,0.85142,9.54213,306.37960
6.43318,1.21134,45.28091,1303.82200
6.45038,0.81577,25.10840,813.41630
6.46741,1.30467,35.89329,1108.08700
6.48337,0.83559,29.22681,564.89550
6.50000,0.84712,10.16804,-35.71709
6.51639,1.24500,24.53310,-114.38990
6.53312,0.81080,25.37525,-320.46000
6.55025,1.35781,35.65458,-1152.89600
6.56560,0.90010,29.68097,-386.11540
6.58103,0.97474,3.99826,42.33503
6.60240,0.83563,5.70287,-98.40908
6.62733,1.34739,33.14257,-1085.22900
6.64279,0.74254,32.35168,-662.40920
6.66150,1.33803,38.26555,-1258.80200
6.67707,0.80041,30.98746,-1022.22200
6.69442,0.93938,9.50468,76.94507
6.70921,1.00282,5.70813,87.34516
6.72306,0.92787,5.14113,-157.42260
6.73803,1.30402,23.54861,-766.52000
6.75400,0.86976,27.22811,-344.02020
6.76997,0.88659,1.37502,33.12945
6.78564,0.87594,0.75739,23.60807
6.80149,1.40358,35.55635,-95.07967
6.81633,0.91912,32.69854,-1074.93000
6.83145,1.07468,6.81118,-222.51870
6.85729,0.68657,19.60284,215.07540
6.87752,0.88721,26.06235,-589.25530
6.89335,0.86640,82.46783,-2324.70400
