# Object: Earth
# Columns: time(s), |V(t)|(m/s), |A(t)|(m/s^2), O(t)
time,V,A,O
7.13801,1.97143,207.76150,20.67619
7.15377,1.04168,104.72900,-6.21134
7.16836,1.65126,73.30251,-7.74068
7.18340,0.63065,129.15370,8.59440
7.19807,0.55530,9.00841,0.92216
7.21448,3.85988,253.11950,23.58795
7.23040,1.00666,272.77010,17.73046
7.24563,1.31711,69.82182,-6.78570
7.26823,0.37766,45.40516,-1.74487
7.29720,1.44232,76.87368,6.53019
7.31545,0.24343,85.84784,-8.83847
7.33098,0.22062,5.82797,0.19708
7.34682,0.18115,5.49341,0.26396
7.36244,0.16742,3.20632,-0.17103
7.37697,0.15712,6.26313,0.65849
7.39318,0.13013,5.77266,-0.47643
7.40863,0.18365,4.77007,-0.17984
7.42496,0.33819,10.90464,0.80234
7.43955,0.14235,14.14978,-0.96048
7.45395,0.09178,4.23239,0.37841
7.46912,0.29056,16.57988,1.29838
7.48766,0.31975,3.15145,0.04616
7.50534,0.08885,21.06595,-0.58194
7.52022,0.19111,11.72306,1.00645
7.53564,0.56270,26.54582,-2.79825
7.55013,0.26804,23.67797,0.96758
7.56597,0.08736,12.27753,0.14737
7.58146,0.14941,6.30125,-0.36153
7.59666,0.20509,2.88109,0.24520
7.62110,0.12115,5.52891,-0.44027
7.63777,0.11967,1.78088,-0.02759
7.65391,0.11389,4.67413,0.01822
7.66835,0.13665,3.14093,0.00297
7.68281,0.07363,4.09497,0.43076
7.70016,0.22888,13.86228,-1.33351
7.71494,0.08628,12.00366,1.08083
7.72983,0.12730,3.81273,-0.04142
7.74581,0.07061,4.52659,0.09415
7.76041,0.22530,17.20822,-0.03192
7.77496,0.05257,16.03049,0.42275
7.78940,0.10637,6.41846,-0.17501
7.80402,0.07736,2.92238,-0.20514
7.82029,0.09661,2.63679,0.24515
7.83550,0.13311,2.84969,-0.25459
7.84994,0.10155,3.06582,0.24213
7.86433,0.24951,10.82231,-1.12139
7.87993,0.15110,7.06643,0.24892
7.89601,0.24577,5.13579,0.26890
