# Object: Earth
# Columns: time(s), |A(t)|(m/s^2), frequency(Hz), A1, A2, A3
time,acceleration,frequency,A1,A2,A3
2.36796,28.64211,180.00000,0.35000,0.35000,0.35000
2.39037,26.70129,180.00000,0.35000,0.35000,0.35000
2.41373,46.56277,180.00000,0.35000,0.35000,0.35000
2.43776,30.50603,180.00000,0.35000,0.35000,0.35000
2.47150,7.87791,180.00000,0.35000,0.35000,0.35000
2.49686,23.91037,180.00000,0.35000,0.35000,0.35000
2.52202,9.43197,180.00000,0.35000,0.35000,0.35000
2.54582,46.90754,180.00000,0.35000,0.35000,0.35000
2.56993,25.92053,180.00000,0.35000,0.35000,0.35000
2.60017,18.66405,180.00000,0.35000,0.35000,0.35000
2.62452,21.36619,180.00000,0.35000,0.35000,0.35000
2.64934,9.44316,180.00000,0.35000,0.35000,0.35000
2.67111,29.80155,180.00000,0.35000,0.35000,0.35000
2.69537,31.11616,180.00000,0.35000,0.35000,0.35000
2.71848,8.23032,180.00000,0.35000,0.35000,0.35000
2.74168,7.90729,180.00000,0.35000,0.35000,0.35000
2.77863,7.07736,180.00000,0.35000,0.35000,0.35000
2.80257,4.16263,166.32870,0.29019,0.29019,0.29019
2.82570,9.89300,180.00000,0.35000,0.35000,0.35000
2.84784,4.32144,168.92150,0.30153,0.30153,0.30153
2.87815,1.99228,130.89440,0.13516,0.13516,0.13516
2.91586,6.37933,180.00000,0.35000,0.35000,0.35000
2.94158,4.10869,165.44800,0.28633,0.28633,0.28633
2.96803,10.51933,180.00000,0.35000,0.35000,0.35000
2.99177,9.78158,180.00000,0.35000,0.35000,0.35000
3.01561,1.49723,122.81190,0.09980,0.09980,0.09980
3.03940,7.33195,180.00000,0.35000,0.35000,0.35000
3.06270,5.52541,180.00000,0.35000,0.35000,0.35000
3.08580,14.07185,180.00000,0.35000,0.35000,0.35000
3.11688,8.40993,180.00000,0.35000,0.35000,0.35000
3.14256,10.17702,180.00000,0.35000,0.35000,0.35000
3.16950,2.77471,143.66870,0.19105,0.19105,0.19105
3.19315,1.41593,121.48460,0.09400,0.09400,0.09400
3.21858,3.78938,160.23470,0.26353,0.26353,0.26353
3.24244,0.88673,112.84470,0.05620,0.05620,0.05620
3.28292,2.32964,136.40230,0.15926,0.15926,0.15926
3.30891,3.94822,162.82800,0.27487,0.27487,0.27487
3.33266,3.10615,149.07990,0.21472,0.21472,0.21472
3.35860,2.71166,142.63930,0.18655,0.18655,0.18655
3.38383,1.52452,123.25750,0.10175,0.10175,0.10175
3.40777,1.82982,128.24200,0.12356,0.12356,0.12356
3.43341,0.94521,113.79930,0.06037,0.06037,0.06037
3.45735,1.86264,128.77780,0.12590,0.12590,0.12590
3.48328,2.64028,141.47400,0.18145,0.18145,0.18145
3.50760,2.51169,139.37450,0.17226,0.17226,0.17226
3.52976,0.74008,110.45030,0.04572,0.04572,0.04572
3.55219,0.65890,109.12490,0.03992,0.03992,0.03992
3.57642,0.90825,113.19600,0.05773,0.05773,0.05773
3.60176,0.63224,108.68970,0.03802,0.03802,0.03802
